added,collx_id,category,number,name,team,year,brand,set,flags,condition,market_value,notes,front_image,back_image
3/30/2024,365941382,Baseball,892,"Ken Griffey, Jr.",Seattle Mariners,1991,Score,1991 Score,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365941382-front.jpg,
8/12/2022,22152449,Baseball,892,"Ken Griffey, Jr.",Seattle Mariners,1991,Score,1991 Score,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22152449-1660312960-front.jpg,
1/27/2024,323675967,Baseball,372,"Ken Griffey, Jr.",Seattle Mariners,1991,Leaf,1991 Leaf,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323675967-front.jpg,
1/27/2024,323675124,Baseball,835,"Ken Griffey, Sr.",Seattle Mariners,1991,Score,1991 Score,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323675124-front.jpg,
3/30/2024,365807080,Basketball,45,Kendall Gill,Illinois Fighting Illini,1990,,1990 Star Pics - Medallion,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365807080-front.jpg,
8/12/2022,22088727,Football,360,Kendrick Nord,Frankfurt Galaxy,2000,Topps,2000 Topps - Topps Collection,RC,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22088727-1660278539-front.jpg,
1/27/2024,323615748,Football,285,Kene Nwangwu,Minnesota Vikings,2021,Donruss,2021 Donruss,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323615748-front.jpg,
4/4/2024,369142773,Football,285,Kene Nwangwu,Minnesota Vikings,2021,Donruss,2021 Donruss - Rated Rookies Portrait,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369142773-front.jpg,
1/27/2024,323614408,Football,285,Kene Nwangwu,Minnesota Vikings,2021,Donruss,2021 Donruss - Press Proof Red,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323614408-front.jpg,
4/4/2024,369065789,Football,113,Kenneth Gainwell,Memphis Tigers,2021,Prizm,2021 Panini Prizm Draft Picks Collegiate,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369065789-front.jpg,
8/12/2022,22130558,Football,267,Kenneth Gainwell,Philadelphia Eagles,2021,Donruss,2021 Donruss,RC,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22130558-1660300429-front.jpg,
4/4/2024,369065964,Football,194,Kenneth Gainwell,Memphis Tigers,2021,Panini,2021 Panini Prizm Draft Picks Collegiate - Red White and Blue,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369065964-front.jpg,
8/12/2022,22073101,Football,17,Kenneth Murray,Oklahoma Sooners,2020,Panini,2020 Panini Chronicles Draft Picks - Crown Royale Draft Picks,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22073101-1660274676-front.jpg,
1/28/2026,9.90053E+17,Football,308,Kenneth Walker III,Seattle Seahawks,2022,Panini,2022 Panini Mosaic - Silver,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/1132101-405873538-front.jpg,https://storage.googleapis.com/collx-user-cards/1132101-405873538-back.jpg
4/4/2024,368905735,Football,308,Kenneth Walker III,Seattle Seahawks,2022,Panini,2022 Panini Mosaic - Silver,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-368905735-front.jpg,
8/12/2022,22109387,Football,196,Kenny Easley / Tom F,,1985,Topps,1985 Topps,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22109387-1660285541-front.jpg,
2/11/2024,334979757,Football,74,Kenny Golladay,Detroit Lions,2020,Panini,2020 Panini Mosaic,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-334979757-front.jpg,
8/12/2022,22137657,Football,74,Kenny Golladay,Detroit Lions,2020,Panini,2020 Panini Mosaic,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22137657-1660305725-front.jpg,
1/31/2024,326860170,Football,16,Kenny Johnson,Atlanta Falcons,1985,Topps,1985 Topps,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-326860170-front.jpg,
8/12/2022,22109173,Football,16,Kenny Johnson,Atlanta Falcons,1985,Topps,1985 Topps,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22109173-1660285422-front.jpg,
8/12/2022,22151522,Baseball,695,Kenny Lofton,Cleveland Indians,1992,,1992 Stadium Club,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22151522-1660312605-front.jpg,
1/27/2024,323678673,Baseball,262,Kenny Lofton,Cleveland Indians,1993,Upper Deck,1993 Upper Deck,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323678673-front.jpg,
8/12/2022,22151207,Baseball,I-KM,Kenta Maeda,Los Angeles Dodgers,2017,Topps,2017 Topps Bunt - Infinite Purple,SN25,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22151207-1660312488-front.jpg,
8/12/2022,22136078,Football,73,Kerryon Johnson,Detroit Lions,2020,Panini,2020 Panini Mosaic,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22136078-1660304455-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-22136078-1660304455-back.jpg
8/12/2022,22110869,Football,43,Kerryon Johnson,Detroit Lions,2019,Panini,2019 Panini Illusions - Retail,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22110869-1660286359-front.jpg,
8/12/2022,22073926,Football,65,Ke'Shawn Vaughn,Vanderbilt Commodores,2020,Panini,2020 Panini Chronicles Draft Picks - Crown Royale Draft Picks,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22073926-1660274889-front.jpg,
8/12/2022,22061574,Football,65,Ke'Shawn Vaughn,Vanderbilt Commodores,2020,Panini,2020 Panini Chronicles Draft Picks - Crown Royale Draft Picks,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22061574-1660272064-front.jpg,
8/12/2022,22125561,Football,RR-KV,Ke'Shawn Vaughn,Tampa Bay Buccaneers,2020,Donruss,2020 Panini Chronicles - Clearly Donruss Rated Rookies,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22125561-1660295987-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-22125561-1660295987-back.jpg
1/27/2024,323707492,Baseball,86B-31,Keston Hiura,Milwaukee Brewers,2021,Topps,2021 Topps - 1986 Topps Baseball 35th Anniversary (Series 1),,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323707492-front.jpg,
1/27/2024,323666709,Baseball,A-2,Ketel Marte,Arizona Diamondbacks,2022,Panini,2022 Panini Diamond Kings - Aficionado,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323666709-front.jpg,
3/31/2024,366123659,Baseball,33,Ketel Marte,Arizona Diamondbacks,2020,Panini,2020 Panini Absolute,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-366123659-front.jpg,
8/12/2022,22136738,Football,195,Kevin Byard,Tennessee Titans,2020,Panini,2020 Panini Mosaic,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22136738-1660304915-front.jpg,
8/12/2022,22089464,Football,347,Kevin Daft,Scottish Claymores,2000,Topps,2000 Topps - Topps Collection,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22089464-1660278736-front.jpg,
1/29/2024,325447008,Basketball,81,Kevin Durant,Brooklyn Nets,2020,Panini,2020-21 Panini Prizm,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-325447008-front.jpg,
1/29/2024,325446693,Basketball,81,Kevin Durant,Brooklyn Nets,2020,Panini,2020-21 Panini Prizm,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-325446693-front.jpg,
8/12/2022,22103476,Football,330,Kevin Dyson / Frank ,Tennessee Titans,2000,Topps,2000 Topps,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22103476-1660282896-front.jpg,
3/30/2024,365784214,Basketball,205,Kevin Edwards,New Jersey Nets,1995,,1995-96 Finest,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365784214-front.jpg,
8/12/2022,22093238,Football,179,Kevin Faulk,New England Patriots,2000,Topps,2000 Topps - Topps Collection,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22093238-1660279694-front.jpg,
2/1/2024,327431168,Basketball,P-290,Kevin Garnett,Minnesota Timberwolves,1996,,1996-97 Ultra - Platinum Medallion,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-327431168-front.jpg,
1/29/2024,325484167,Basketball,187,Kevin Garnett,Minnesota Timberwolves,2020,Prizm,2020-21 Panini Prizm,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-325484167-front.jpg,
1/29/2024,325483954,Basketball,187,Kevin Garnett,Minnesota Timberwolves,2020,Prizm,2020-21 Panini Prizm,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-325483954-front.jpg,
1/29/2024,325480625,Basketball,163,Kevin Knox II,New York Knicks,2020,Prizm,2020-21 Panini Prizm,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-325480625-front.jpg,
1/29/2024,325480373,Basketball,163,Kevin Knox II,New York Knicks,2020,Prizm,2020-21 Panini Prizm,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-325480373-front.jpg,
3/30/2024,365802026,Basketball,14,Kevin McHale,Boston Celtics,1992,,1992-93 Ultra,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365802026-front.jpg,
2/1/2024,327438445,Basketball,213,Kevin McHale,Boston Celtics,1992,Topps,1992-93 Topps,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-327438445-front.jpg,
2/1/2024,327438353,Basketball,213,Kevin McHale,Boston Celtics,1992,Topps,1992-93 Topps,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-327438353-front.jpg,
3/31/2024,366025259,Baseball,475,Kevin Youkilis,Boston Red Sox,2007,Topps,2007 Topps - Red Back,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-366025259-front.jpg,
8/12/2022,22093765,Football,287,Keyshawn Johnson,Tampa Bay Buccaneers,2000,Topps,2000 Topps,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22093765-1660279850-front.jpg,
1/15/2024,332929558,Football,6,Khalil Herbert,Chicago Bears,2023,Panini,2023 Panini Gold Standard - White Gold Memorabilia,"MEM, SN299",RAW,,,https://storage.googleapis.com/collx-user-cards/628086-314603801-front.jpg,
4/4/2024,369139206,Football,318,Khalil Herbert,Chicago Bears,2021,Donruss,2021 Donruss,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369139206-front.jpg,
3/31/2024,366095704,Baseball,TOTD16,Khris Davis,Oakland Athletics,2019,Topps,2019 Topps Gypsy Queen - Tarot of the Diamond,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-366095704-front.jpg,
3/30/2024,365815414,Basketball,106,Kiki Vandeweghe,New York Knicks,1989,Fleer,1989-90 Fleer,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365815414-front.jpg,
3/30/2024,365830818,Basketball,295,Kiki Vandeweghe,New York Knicks,1989,,1989-90 Hoops,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365830818-front.jpg,
2/1/2024,327438513,Basketball,203,Kiki Vandeweghe,Los Angeles Clippers,1992,Topps,1992-93 Topps,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-327438513-front.jpg,
1/31/2024,326856381,Football,305,Kim Bokamper,Miami Dolphins,1985,Topps,1985 Topps,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-326856381-front.jpg,
8/12/2022,22109423,Football,305,Kim Bokamper,Miami Dolphins,1985,Topps,1985 Topps,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22109423-1660285560-front.jpg,
2/3/2024,328514405,Basketball,73,Kira Lewis Jr.,New Orleans Pelicans,2020,Panini,2020-21 Panini Select - Blue,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-328514405-front.jpg,
8/12/2022,22156557,Baseball,120,Kirby Puckett,Minnesota Twins,1988,Topps,1988 Topps,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22156557-1660314700-front.jpg,
1/25/2024,322348728,Baseball,R86-2,Kirby Puckett,Minnesota Twins,2020,Optic,2020 Donruss Optic - Retro 1986,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-322348728-front.jpg,
3/30/2024,365916407,Baseball,LOB-21,Kirby Puckett,Minnesota Twins,2021,Topps,2021 Topps Opening Day - Legends of Baseball,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365916407-front.jpg,
4/4/2024,369092933,Baseball,21,Kirby Yates,San Diego Padres,2020,Prizm,"2020 Panini Prizm - Red, White and Blue Prizm",,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369092933-front.jpg,
8/12/2022,22056938,Football,62,Kirk Cousins,Michigan State Spartans,2016,Prizm,2016 Panini Prizm Collegiate Draft Picks,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22056938-1660271082-front.jpg,
1/27/2024,323648771,Football,MVP-16,Kirk Cousins,Minnesota Vikings,2018,Panini,2018 Panini Contenders - MVP Contenders,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323648771-front.jpg,
4/4/2024,369132291,Football,159,Kirk Cousins,Minnesota Vikings,2021,Panini,2021 Panini Prestige,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369132291-front.jpg,
1/25/2024,322493661,Baseball,396,Kirk Gibson,Los Angeles Dodgers,1989,Topps,1989 Topps,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-322493661-front.jpg,https://storage.googleapis.com/collx-user-cards/232360-322493661-back.jpg
8/12/2022,22145674,Baseball,396,Kirk Gibson,Los Angeles Dodgers,1989,Topps,1989 Topps,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22145674-1660310188-front.jpg,
1/27/2024,323478360,Football,9,KJ Hamler,Penn State Nittany Lions,2020,Panini,2020 Panini Chronicles Draft Picks - Elite Rookies,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323478360-front.jpg,
8/12/2022,22112292,Football,9,KJ Hamler,Penn State Nittany Lions,2020,Panini,2020 Panini Chronicles Draft Picks - Elite Rookies,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22112292-1660287196-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-22112292-1660287196-back.jpg
12/10/2023,329259963,Basketball,77,Kobe Bryant,Los Angeles Lakers,2001,Fleer,2001-02 Fleer Premium,,RAW,,,https://storage.googleapis.com/collx-user-cards/343345-285386749-front.jpg,https://storage.googleapis.com/collx-user-cards/343345-285386749-back.jpg
8/6/2022,20488559,Baseball,BP-39,Kody Hoese,Los Angeles Dodgers,2021,Bowman,2021 Bowman - Prospects,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-20488559-1659809209-front.jpg,
1/27/2024,323718071,Baseball,TOC-25,Kody Hoese,Los Angeles Dodgers,2020,Prizm,2020 Panini Prizm - Top of The Class,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323718071-front.jpg,
1/27/2024,323727608,Baseball,T52-39,Kris Bryant,Chicago Cubs,2021,Topps,2021 Topps - 1952 Topps Redux,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323727608-front.jpg,
3/31/2024,366121345,Baseball,63,Kris Bryant,Chicago Cubs,2018,Panini,2018 Panini Diamond Kings,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-366121345-front.jpg,
4/4/2024,369063385,Baseball,198,Kris Bubic,Kansas City Royals,2021,Prizm,2021 Panini Prizm,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369063385-front.jpg,
4/4/2024,369077522,Baseball,134,Kris Bubic,Kansas City Royals,2021,Panini,2021 Panini Diamond Kings,"SP, RC",RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369077522-front.jpg,
3/31/2024,365977243,Hockey,ART6,Kris Versteeg,Chicago Blackhawks,2009,,2009-10 O-Pee-Chee - All-Rookie-Team,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365977243-front.jpg,
8/8/2022,20928122,Hockey,ART6,Kris Versteeg,Chicago Blackhawks,2009,,2009-10 O-Pee-Chee - All-Rookie-Team,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-20928122-1659925581-front.jpg,
1/30/2024,329260104,Basketball,41,Kristaps Porzingis,Washington Wizards,2022,Panini,2022-23 Panini Obsidian,,RAW,,,https://storage.googleapis.com/collx-user-cards/343345-326236164-front.jpg,https://storage.googleapis.com/collx-user-cards/343345-326236164-back.jpg
8/13/2022,22454002,Basketball,42,Kristaps Porzingis,Dallas Mavericks,2020,,2020-21 Panini Contenders,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22454002-1660402711-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-22454002-1660402711-back.jpg
8/13/2022,22453940,Basketball,42,Kristaps Porzingis,Dallas Mavericks,2020,,2020-21 Panini Contenders,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22453940-1660402691-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-22453940-1660402691-back.jpg
4/9/2024,372555628,Racing,85,Kurt Busch,Penske Racing South,2012,Press Pass,2012 Press Pass,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-372555628-front.jpg,
8/12/2022,22098724,Football,321,Kurt Warner,St. Louis Rams,2000,Topps,2000 Topps,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22098724-1660281320-front.jpg,
8/12/2022,22093941,Football,1,Kurt Warner,St. Louis Rams,2000,Topps,2000 Topps,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22093941-1660279908-front.jpg,
8/12/2022,22104011,Football,339,Kurt Warner,St. Louis Rams,2000,Topps,2000 Topps,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22104011-1660283086-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-22104011-1660283086-back.jpg
8/14/2022,22903176,Baseball,93,Kwang-Hyun Kim,St. Louis Cardinals,2020,,2020 Stadium Club,RC,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22903176-1660519222-front.jpg,
8/12/2022,22146850,Baseball,TR-20,Kwang-Hyun Kim,St. Louis Cardinals,2020,Topps,2020 Topps Update - Turkey Red 2020,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22146850-1660310674-front.jpg,
8/7/2022,20874515,Football,130,Kwity Paye,Michigan Wolverines,2021,Panini,2021 Panini Chronicles Draft Picks - Red,SN149,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-20874515-1659914092-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20874515-1659914092-back.jpg
8/12/2022,22130160,Football,338,Kwity Paye,Indianapolis Colts,2021,Donruss,2021 Donruss,RC,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22130160-1660300145-front.jpg,
4/9/2024,372566422,Racing,14,Kyle Busch,Joe Gibbs Racing,2010,Press Pass,2010 Press Pass,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-372566422-front.jpg,
4/9/2024,372566753,Racing,82,Kyle Busch,Joe Gibbs Racing,2012,Press Pass,2012 Press Pass,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-372566753-front.jpg,
4/9/2024,372564696,Racing,107,Kyle Busch,Joe Gibbs Racing,2010,Press Pass,2010 Press Pass - Blue,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-372564696-front.jpg,
8/12/2022,22150870,Baseball,381,Kyle Garlick,Los Angeles Dodgers,2020,Topps,2020 Topps - Vintage Stock,"RC, SN99",RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22150870-1660312361-front.jpg,
1/25/2024,322458002,Baseball,37,Kyle Lewis,Seattle Mariners,2020,Topps,2020 Topps Archives,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-322458002-front.jpg,https://storage.googleapis.com/collx-user-cards/232360-322458002-back.jpg
1/29/2024,325457088,Basketball,103,Kyle Lowry,Toronto Raptors,2020,Prizm,2020-21 Panini Prizm,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-325457088-front.jpg,
2/3/2024,328505768,Basketball,49,Kyle Lowry,Toronto Raptors,2020,,2020-21 Panini Crown Royale,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-328505768-front.jpg,
8/12/2022,22119005,Football,TB6,Kyle Pitts,Florida Gators,2021,Score,2021 Score - 1991 Throwback Gold,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22119005-1660290847-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-22119005-1660290847-back.jpg
1/27/2024,323621234,Football,CVR-4,Kyle Pitts,Atlanta Falcons,2021,Panini,2021 Panini Chronicles - Clear Vision Rookies,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323621234-front.jpg,
4/4/2024,369090052,Football,RN-KPI,Kyle Pitts / Ja'Marr,,2021,Panini,2021 Panini Contenders - Round Numbers,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369090052-front.jpg,
1/27/2024,323723915,Baseball,HRC-7,Kyle Schwarber,Chicago Cubs,2021,Topps,2021 Topps - Home Run Challenge (Series One),,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323723915-front.jpg,
8/12/2022,22140152,Football,109,Kyle Trask,Tampa Bay Buccaneers,2021,Panini,2021 Panini Illusions,"AU, MEM, SN199",RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22140152-1660307286-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-22140152-1660307286-back.jpg
1/27/2024,323614717,Football,GK-7,Kyle Trask,Tampa Bay Buccaneers,2021,Panini,2021 Panini Chronicles - Gridiron Kings,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323614717-front.jpg,
12/19/2023,329260017,Football,160,Kyler Gordon,Chicago Bears,2022,Panini,2022 Panini Black - Rookies Autographs,"AU, RC, SN199",RAW,,,https://storage.googleapis.com/collx-user-cards/343345-290858024-front.jpg,https://storage.googleapis.com/collx-user-cards/343345-290858024-back.jpg
1/25/2024,322473287,Football,266,Kyler Murray,Arizona Cardinals,2020,Panini,2020 Panini Prizm,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-322473287-front.jpg,
8/8/2022,20949899,Football,266,Kyler Murray,Arizona Cardinals,2020,Panini,2020 Panini Prizm,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-20949899-1659930598-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20949899-1659930598-back.jpg
8/7/2022,20859901,Football,266,Kyler Murray,Arizona Cardinals,2020,Panini,2020 Panini Prizm,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-20859901-1659910816-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20859901-1659910816-back.jpg
8/12/2022,22129479,Football,245b,Kyler Murray,Arizona Cardinals,2021,Donruss,2021 Donruss,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22129479-1660299642-front.jpg,
8/14/2022,22863519,Football,5,Kyler Murray,Oklahoma Sooners,2020,Prizm,2020 Panini Prizm Draft Picks,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22863519-1660510763-front.jpg,
4/4/2024,369145652,Football,245,Kyler Murray,Arizona Cardinals,2021,Donruss,2021 Donruss,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369145652-front.jpg,
4/4/2024,369114287,Football,104,Kyler Murray,Arizona Cardinals,2020,Select,2020 Panini Select,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369114287-front.jpg,
1/27/2024,323603595,Football,HR-KM,Kyler Murray,Arizona Cardinals,2021,Panini,2021 Panini Prestige - Highlight Reel,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323603595-front.jpg,
8/12/2022,22122815,Football,HR-KM,Kyler Murray,Arizona Cardinals,2021,Panini,2021 Panini Prestige - Highlight Reel,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22122815-1660293603-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-22122815-1660293603-back.jpg
4/4/2024,369140072,Football,ST5,Kyler Murray,Arizona Cardinals,2021,Score,2021 Score - Score Team,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369140072-front.jpg,
4/4/2024,369139887,Football,NL9,Kyler Murray,Arizona Cardinals,2021,Score,2021 Score - Next Level Stats Green,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369139887-front.jpg,
2/3/2024,328505908,Basketball,93,Kyrie Irving,Brooklyn Nets,2019,Panini,2019-20 Panini Crown Royale,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-328505908-front.jpg,
8/12/2022,22124614,Football,33,LaDainian Tomlinson,San Diego Chargers,2006,,2006 Playoff NFL Playoffs,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22124614-1660295159-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-22124614-1660295159-back.jpg
1/25/2024,322482127,Football,102,Lamar Jackson,Baltimore Ravens,2020,Prizm,2020 Panini Select - Purple Prizm Die Cut,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-322482127-front.jpg,https://storage.googleapis.com/collx-user-cards/232360-322482127-back.jpg
8/6/2022,20450623,Football,3,Lamar Jackson,Baltimore Ravens,2020,Panini,2020 Panini Select - Silver Prizm,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-20450623-1659800664-front.jpg,
3/31/2024,366050099,Football,CS-21,Lamar Jackson,Baltimore Ravens,2021,Panini,2021 Panini Certified - Certified Stars,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-366050099-front.jpg,
4/4/2024,369132975,Football,ST2,Lamar Jackson,Baltimore Ravens,2021,Score,2021 Score - Score Team,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369132975-front.jpg,
1/17/2024,316198013,Football,3,Lamar Jackson,Baltimore Ravens,2020,Panini,2020 Panini Select,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-316198013-front.jpg,
1/17/2024,316083458,Football,63,Lamar Jackson,Louisville Cardinals,2020,Prizm,2020 Panini Prizm Draft Picks,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-316083458-front.jpg,
3/31/2024,366015173,Football,92,Lamar Jackson,Baltimore Ravens,2021,Donruss,2021 Donruss Elite,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-366015173-front.jpg,
1/17/2024,316082707,Football,TM-5,Lamar Jackson,Baltimore Ravens,2020,Optic,2020 Donruss Optic - T-Minus 3...2...1,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-316082707-front.jpg,
3/31/2024,366027050,Football,RZ20,Lamar Jackson,Baltimore Ravens,2021,Panini,2021 Panini Absolute - Red Zone,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-366027050-front.jpg,
1/17/2024,315984290,Football,22,Lamar Jackson,Baltimore Ravens,2021,Panini,2021 Panini Prestige,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-315984290-front.jpg,
1/25/2024,322298409,Football,18,Lamar Jackson,Baltimore Ravens,2023,Panini,2023 Panini Prizm,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-322298409-front.jpg,
8/12/2022,22129568,Football,239b,Lamar Jackson,Baltimore Ravens,2021,Donruss,2021 Donruss,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22129568-1660299697-front.jpg,
1/29/2024,325459186,Basketball,104,LaMarcus Aldridge,San Antonio Spurs,2020,Prizm,2020-21 Panini Prizm,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-325459186-front.jpg,
8/12/2022,22135448,Football,199,Landon Collins,Washington Redskins,2020,Panini,2020 Panini Mosaic - Prizm Red,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22135448-1660303988-front.jpg,
